CompositeId,Refactorings,Project,Previous Commit,Current Commit,Smell Type,Smell_Before,Smell After,Smells Added,Smells Removed,Smells Not Affected
857,"['Extract Method', 'Rename Parameter', 'Rename Attribute', 'Rename Attribute', 'Rename Attribute', 'Move Attribute', 'Move Attribute', 'Extract Class', 'Change Return Type', 'Move Method', 'Move Method', 'Move Attribute', 'Move Attribute', 'Move Attribute', 'Change Attribute Type', 'Move Method', 'Move Attribute', 'Rename Attribute', 'Extract Class', 'Change Return Type', 'Rename Attribute', 'Rename Parameter', 'Move Method', 'Extract Method', 'Rename Parameter', 'Change Parameter Type', 'Rename Parameter', 'Extract Method', 'Extract Method', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type']",dubbo,604439a001d3cc3484cb1c09bf01fcd5f12e1c77,d4d827e11c7ac832ec60e087f92f30f93fa1d478,LongMethod,1,0,0,0,0
857,"['Extract Method', 'Rename Parameter', 'Rename Attribute', 'Rename Attribute', 'Rename Attribute', 'Move Attribute', 'Move Attribute', 'Extract Class', 'Change Return Type', 'Move Method', 'Move Method', 'Move Attribute', 'Move Attribute', 'Move Attribute', 'Change Attribute Type', 'Move Method', 'Move Attribute', 'Rename Attribute', 'Extract Class', 'Change Return Type', 'Rename Attribute', 'Rename Parameter', 'Move Method', 'Extract Method', 'Rename Parameter', 'Change Parameter Type', 'Rename Parameter', 'Extract Method', 'Extract Method', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type']",dubbo,604439a001d3cc3484cb1c09bf01fcd5f12e1c77,d4d827e11c7ac832ec60e087f92f30f93fa1d478,FeatureEnvy,1,4,3,0,0
857,"['Extract Method', 'Rename Parameter', 'Rename Attribute', 'Rename Attribute', 'Rename Attribute', 'Move Attribute', 'Move Attribute', 'Extract Class', 'Change Return Type', 'Move Method', 'Move Method', 'Move Attribute', 'Move Attribute', 'Move Attribute', 'Change Attribute Type', 'Move Method', 'Move Attribute', 'Rename Attribute', 'Extract Class', 'Change Return Type', 'Rename Attribute', 'Rename Parameter', 'Move Method', 'Extract Method', 'Rename Parameter', 'Change Parameter Type', 'Rename Parameter', 'Extract Method', 'Extract Method', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type']",dubbo,604439a001d3cc3484cb1c09bf01fcd5f12e1c77,d4d827e11c7ac832ec60e087f92f30f93fa1d478,IntensiveCoupling,0,1,1,0,0
857,"['Extract Method', 'Rename Parameter', 'Rename Attribute', 'Rename Attribute', 'Rename Attribute', 'Move Attribute', 'Move Attribute', 'Extract Class', 'Change Return Type', 'Move Method', 'Move Method', 'Move Attribute', 'Move Attribute', 'Move Attribute', 'Change Attribute Type', 'Move Method', 'Move Attribute', 'Rename Attribute', 'Extract Class', 'Change Return Type', 'Rename Attribute', 'Rename Parameter', 'Move Method', 'Extract Method', 'Rename Parameter', 'Change Parameter Type', 'Rename Parameter', 'Extract Method', 'Extract Method', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type', 'Change Parameter Type']",dubbo,604439a001d3cc3484cb1c09bf01fcd5f12e1c77,d4d827e11c7ac832ec60e087f92f30f93fa1d478,LongParameterList,0,1,1,0,0
888,"['Move Method', 'Move Method', 'Move Method', 'Extract Class']",dubbo,c880720724d27458475b638f9f70a0ebee5dd0b4,51146f726d38bc72b07547ddbf6de662976f2813,FeatureEnvy,2,1,0,1,0
888,"['Move Method', 'Move Method', 'Move Method', 'Extract Class']",dubbo,c880720724d27458475b638f9f70a0ebee5dd0b4,51146f726d38bc72b07547ddbf6de662976f2813,LongMethod,1,1,0,0,0
930,"['Extract Method', 'Extract Method', 'Extract Method', 'Extract Method', 'Extract Method']",dubbo,99a00ba72b53d6f740899ddb76c858b8f99683ac,36a1155bbed8cb31d2b6b4a10908fdef0acd02c9,FeatureEnvy,3,1,0,2,0
2406,"['Extract Method', 'Extract Method', 'Rename Method', 'Rename Variable', 'Rename Method', 'Rename Variable', 'Extract Method', 'Extract Method', 'Extract Method', 'Rename Variable', 'Extract Method', 'Extract Method', 'Extract Method', 'Rename Method', 'Extract Method', 'Rename Variable', 'Extract Method']",dubbo,2f0107c0549b79cb3abebafad04a5d371d7f1467,a50328c116f9e59f1e5ee17dae5391b99af00c51,FeatureEnvy,5,3,0,2,0
2718,"['Extract Variable', 'Extract Variable', 'Change Variable Type', 'Move Method', 'Rename Parameter', 'Rename Variable', 'Change Parameter Type', 'Move Method', 'Extract Variable']",dubbo,04f368ea68446dd69f2b1af6a0f02ac8e0201ca9,8fa81328c7cbc4da3e5e227c24ab6992cd1acfa2,FeatureEnvy,2,0,0,0,0
2718,"['Extract Variable', 'Extract Variable', 'Change Variable Type', 'Move Method', 'Rename Parameter', 'Rename Variable', 'Change Parameter Type', 'Move Method', 'Extract Variable']",dubbo,04f368ea68446dd69f2b1af6a0f02ac8e0201ca9,8fa81328c7cbc4da3e5e227c24ab6992cd1acfa2,DispersedCoupling,1,1,0,0,0
2718,"['Extract Variable', 'Extract Variable', 'Change Variable Type', 'Move Method', 'Rename Parameter', 'Rename Variable', 'Change Parameter Type', 'Move Method', 'Extract Variable']",dubbo,04f368ea68446dd69f2b1af6a0f02ac8e0201ca9,8fa81328c7cbc4da3e5e227c24ab6992cd1acfa2,LongMethod,2,1,0,1,0
2718,"['Extract Variable', 'Extract Variable', 'Change Variable Type', 'Move Method', 'Rename Parameter', 'Rename Variable', 'Change Parameter Type', 'Move Method', 'Extract Variable']",dubbo,04f368ea68446dd69f2b1af6a0f02ac8e0201ca9,8fa81328c7cbc4da3e5e227c24ab6992cd1acfa2,LongParameterList,1,0,0,0,0
2764,"['Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method']",dubbo,dec72c341102fe8f5bea731aaa0bc3f2a374c56a,aef05e4bbd5fb7e89bfb25e2ba8833b4aafb069b,FeatureEnvy,1,0,0,0,0
2764,"['Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method']",dubbo,dec72c341102fe8f5bea731aaa0bc3f2a374c56a,aef05e4bbd5fb7e89bfb25e2ba8833b4aafb069b,DispersedCoupling,1,0,0,0,0
2899,"['Extract Variable', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method']",dubbo,becd3b1782b0ab3fe34f76111f3412bc47f82b8d,01da35ee1cc775b1fba01f430379a62b2c368a8d,FeatureEnvy,4,3,0,1,0
2899,"['Extract Variable', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method']",dubbo,becd3b1782b0ab3fe34f76111f3412bc47f82b8d,01da35ee1cc775b1fba01f430379a62b2c368a8d,LongMethod,3,2,0,1,0
2899,"['Extract Variable', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method']",dubbo,becd3b1782b0ab3fe34f76111f3412bc47f82b8d,01da35ee1cc775b1fba01f430379a62b2c368a8d,IntensiveCoupling,1,1,0,0,0
2899,"['Extract Variable', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method']",dubbo,becd3b1782b0ab3fe34f76111f3412bc47f82b8d,01da35ee1cc775b1fba01f430379a62b2c368a8d,MessageChain,1,1,0,0,0
2899,"['Extract Variable', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method']",dubbo,becd3b1782b0ab3fe34f76111f3412bc47f82b8d,01da35ee1cc775b1fba01f430379a62b2c368a8d,DispersedCoupling,2,1,0,1,0
2940,"['Extract Method', 'Move Class']",dubbo,611447e268de8d9ecfd391516a795c542a068a51,048e95864beede0539596937991143a11c20457e,FeatureEnvy,1,1,0,0,0
2940,"['Extract Method', 'Move Class']",dubbo,611447e268de8d9ecfd391516a795c542a068a51,048e95864beede0539596937991143a11c20457e,LongMethod,3,2,0,1,0
2940,"['Extract Method', 'Move Class']",dubbo,611447e268de8d9ecfd391516a795c542a068a51,048e95864beede0539596937991143a11c20457e,MessageChain,1,1,0,0,0
2940,"['Extract Method', 'Move Class']",dubbo,611447e268de8d9ecfd391516a795c542a068a51,048e95864beede0539596937991143a11c20457e,BrainMethod,1,1,0,0,0
2940,"['Extract Method', 'Move Class']",dubbo,611447e268de8d9ecfd391516a795c542a068a51,048e95864beede0539596937991143a11c20457e,DispersedCoupling,0,1,1,0,0
2940,"['Extract Method', 'Move Class']",dubbo,611447e268de8d9ecfd391516a795c542a068a51,048e95864beede0539596937991143a11c20457e,LongParameterList,0,1,1,0,0
2968,"['Extract Variable', 'Extract Method', 'Extract Method', 'Rename Variable', 'Rename Variable', 'Rename Parameter', 'Rename Variable', 'Rename Method', 'Rename Attribute', 'Rename Parameter', 'Extract Variable', 'Replace Variable With Attribute']",dubbo,a0de8e050eda2c214aaf501a382217afdd2c6281,c396285ae21d55df1ba5afa411834de0e867b76f,FeatureEnvy,3,3,0,0,0
2968,"['Extract Variable', 'Extract Method', 'Extract Method', 'Rename Variable', 'Rename Variable', 'Rename Parameter', 'Rename Variable', 'Rename Method', 'Rename Attribute', 'Rename Parameter', 'Extract Variable', 'Replace Variable With Attribute']",dubbo,a0de8e050eda2c214aaf501a382217afdd2c6281,c396285ae21d55df1ba5afa411834de0e867b76f,LongMethod,2,0,0,0,0
2968,"['Extract Variable', 'Extract Method', 'Extract Method', 'Rename Variable', 'Rename Variable', 'Rename Parameter', 'Rename Variable', 'Rename Method', 'Rename Attribute', 'Rename Parameter', 'Extract Variable', 'Replace Variable With Attribute']",dubbo,a0de8e050eda2c214aaf501a382217afdd2c6281,c396285ae21d55df1ba5afa411834de0e867b76f,IntensiveCoupling,2,1,0,1,0
2968,"['Extract Variable', 'Extract Method', 'Extract Method', 'Rename Variable', 'Rename Variable', 'Rename Parameter', 'Rename Variable', 'Rename Method', 'Rename Attribute', 'Rename Parameter', 'Extract Variable', 'Replace Variable With Attribute']",dubbo,a0de8e050eda2c214aaf501a382217afdd2c6281,c396285ae21d55df1ba5afa411834de0e867b76f,MessageChain,1,0,0,0,0
2968,"['Extract Variable', 'Extract Method', 'Extract Method', 'Rename Variable', 'Rename Variable', 'Rename Parameter', 'Rename Variable', 'Rename Method', 'Rename Attribute', 'Rename Parameter', 'Extract Variable', 'Replace Variable With Attribute']",dubbo,a0de8e050eda2c214aaf501a382217afdd2c6281,c396285ae21d55df1ba5afa411834de0e867b76f,DispersedCoupling,0,1,1,0,0
3005,"['Push Down Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Method']",dubbo,d317948f7ede4444ce3b21c1af908d22d546bb60,0c1cd1c35facf8a226938f191ad4c8cffef255d5,FeatureEnvy,1,0,0,0,0
3005,"['Push Down Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Attribute', 'Pull Up Method', 'Pull Up Method']",dubbo,d317948f7ede4444ce3b21c1af908d22d546bb60,0c1cd1c35facf8a226938f191ad4c8cffef255d5,DispersedCoupling,1,0,0,0,0
3057,"['Rename Variable', 'Rename Variable', 'Rename Variable', 'Inline Variable', 'Extract Method', 'Rename Variable', 'Extract Variable', 'Rename Parameter', 'Rename Method', 'Move Attribute', 'Move Attribute', 'Change Parameter Type', 'Move Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute']",dubbo,d5e9a46c8b78e81ab74633a9296d9d9d8aa9f0e3,7c846562692fdfe82e1abbc88be09a18ed7e56a9,LongMethod,1,0,0,0,0
3057,"['Rename Variable', 'Rename Variable', 'Rename Variable', 'Inline Variable', 'Extract Method', 'Rename Variable', 'Extract Variable', 'Rename Parameter', 'Rename Method', 'Move Attribute', 'Move Attribute', 'Change Parameter Type', 'Move Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute']",dubbo,d5e9a46c8b78e81ab74633a9296d9d9d8aa9f0e3,7c846562692fdfe82e1abbc88be09a18ed7e56a9,LongParameterList,1,1,0,0,0
3057,"['Rename Variable', 'Rename Variable', 'Rename Variable', 'Inline Variable', 'Extract Method', 'Rename Variable', 'Extract Variable', 'Rename Parameter', 'Rename Method', 'Move Attribute', 'Move Attribute', 'Change Parameter Type', 'Move Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute']",dubbo,d5e9a46c8b78e81ab74633a9296d9d9d8aa9f0e3,7c846562692fdfe82e1abbc88be09a18ed7e56a9,FeatureEnvy,1,1,0,0,0
3057,"['Rename Variable', 'Rename Variable', 'Rename Variable', 'Inline Variable', 'Extract Method', 'Rename Variable', 'Extract Variable', 'Rename Parameter', 'Rename Method', 'Move Attribute', 'Move Attribute', 'Change Parameter Type', 'Move Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Method', 'Pull Up Attribute']",dubbo,d5e9a46c8b78e81ab74633a9296d9d9d8aa9f0e3,7c846562692fdfe82e1abbc88be09a18ed7e56a9,DispersedCoupling,1,0,0,0,0
