Validator,projectName,Batch ID,Refactorings,Code Elements,Start Commit,Smells Before,Smell Before IDs,Smells Before Starting Line,Smell Before Ending Line,Smell Before Reason,End Commit,Smells After,Smell After IDs,Smells After Starting Line,Smell After Ending Line,Smell After Reason
Researcher 1,apache_derby,20380,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.apache.derby.impl.drda.DRDAConnThread.parseSQLDTA(DRDAStatement)"", ""org.apache.derby.impl.drda.DRDAConnThread"", ""org.apache.derby.impl.drda.DRDAConnThread.skipRemainder(boolean)"", ""org.apache.derby.impl.drda.DRDAConnThread.processCommands()"", ""org.apache.derby.impl.drda.DRDAConnThread.errorInChain(SQLException)""]","[""6885f5ccadd471cc33c19bdcca4271aa3086d3ca"", ""6885f5ccadd471cc33c19bdcca4271aa3086d3ca""]","[""FeatureEnvy"", ""LongMethod""]","[""6774b1e03ff4b55b43869c25e3913c15"", ""15c5a0b1b17d203141cbbf2a3e53fc8d""]","[268, 268]","[333, 333]","[""{\""MaxCallChain\"": 2.0, \""MethodLinesOfCode\"": 39.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 8.0, \""LocalityRatio\"": 0.0}"", ""{\""MaxCallChain\"": 2.0, \""MethodLinesOfCode\"": 39.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 8.0, \""LocalityRatio\"": 0.0}""]","[""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f"", ""d79abcf32a77e90643667b3a117c7e00356e920f""]","[""FeatureEnvy"", ""BrainMethod"", ""IntensiveCoupling"", ""LongMethod"", ""BrainMethod"", ""IntensiveCoupling"", ""LongMethod"", ""BrainClass"", ""SpaghettiCode"", ""ComplexClass"", ""GodClass""]","[""c8dc287dbbca9bf6954cbc22e7e4ff82"", ""11af7b5dbdfc75e0ec0db6b18202a135"", ""90a7e279d688654dc0ee04ad582319ea"", ""839d9502b3079f87bb178b1e44b378a4"", ""11af7b5dbdfc75e0ec0db6b18202a135"", ""90a7e279d688654dc0ee04ad582319ea"", ""839d9502b3079f87bb178b1e44b378a4"", ""afa1ef84f4ae9b8403f3d6881eeeb8f3"", ""ae79c0fc0252a34072318cb0f7f5dccb"", ""5e97adcd4e3b0a96cc5f4721bdf6484b"", ""e0f0444ec29d618a4dfb33f3b6d7d6e4""]","[2143, 546, 546, 546, 546, 546, 546, 61, 69, 69, 69]","[2161, 863, 863, 863, 863, 863, 863, 7610, 8321, 8321, 8321]","[""CALLS_TO_org.apache.derby.impl.drda.DDMReader > 5"", ""MLOC > 100.44741483028392, CC > 6.762430136436645, MAX_NESTING > 5.0, NOAV > 6.0"", ""CINT = 52.0, CDISP = 0.11538461538461539, CC > 1.0"", ""MLOC > 6.417051904733773"", ""MLOC > 100.44741483028392, CC > 6.762430136436645, MAX_NESTING > 5.0, NOAV > 6.0"", ""CINT = 52.0, CDISP = 0.11538461538461539, CC > 1.0"", ""MLOC > 6.417051904733773"", ""BRAIN_METHODS = 1, WMC = 1153.0, TCC = 0.0"", ""LONG_METHODS_CONNECTED = 30"", ""CC = 18.0"", ""CLOC > 500, TCC < 0.42461234036739287""]"
Researcher 1,apache_derby,20395,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.apache.derbyTesting.functionTests.tests.store.OnlineCompressTest"", ""org.apache.derbyTesting.functionTests.tests.store.OnlineCompressTest.row_count_based_tests(Connection,boolean,boolean,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.store.OnlineCompressTest.getSpaceInfo(Connection,String,String,boolean)"", ""org.apache.derbyTesting.functionTests.tests.store.OnlineCompressTest.callCompress(Connection,String,String,boolean,boolean,boolean,boolean)"", ""org.apache.derbyTesting.functionTests.tests.store.OnlineCompressTest.callCompress(Connection,String,String,boolean,boolean,boolean)""]","[""6885f5ccadd471cc33c19bdcca4271aa3086d3ca"", ""6885f5ccadd471cc33c19bdcca4271aa3086d3ca""]","[""FeatureEnvy"", ""LongMethod""]","[""6774b1e03ff4b55b43869c25e3913c15"", ""15c5a0b1b17d203141cbbf2a3e53fc8d""]","[268, 268]","[333, 333]","[""{\""MaxCallChain\"": 2.0, \""MethodLinesOfCode\"": 39.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 8.0, \""LocalityRatio\"": 0.0}"", ""{\""MaxCallChain\"": 2.0, \""MethodLinesOfCode\"": 39.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 8.0, \""LocalityRatio\"": 0.0}""]","[""965be700e2859b4ad642d59ded025cdb02e69b58"", ""965be700e2859b4ad642d59ded025cdb02e69b58"", ""965be700e2859b4ad642d59ded025cdb02e69b58""]","[""LongParameterList"", ""LongParameterList"", ""ComplexClass""]","[""50be1fc52ae104803b99be8ef46b926e"", ""4d2134068e41abf2d2a1797e6e7bcfc2"", ""1b77f0afeb08c596744e8459ce7c017e""]","[98, 45, 37]","[156, 74, 945]","[""PARAMETER_COUNT > 1.3093888866239987"", ""PARAMETER_COUNT > 1.3010977289898278"", ""CC = 11.0""]"
Researcher 1,apache_derby,20517,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.apache.derby.impl.services.cache.ConcurrentCache"", ""org.apache.derby.impl.services.cache.ConcurrentCache.find(Object)"", ""org.apache.derby.impl.services.cache.ConcurrentCache.initIdentity(CacheEntry,Object,Object,boolean)"", ""org.apache.derby.impl.services.cache.ConcurrentCache.create(Object,Object)""]","[""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633""]","[""GodClass"", ""ComplexClass"", ""SpaghettiCode"", ""FeatureEnvy"", ""LongMethod"", ""FeatureEnvy"", ""LongParameterList"", ""LongMethod""]","[""977278b19bb89a3a1b36e34474c32f2f"", ""53d808d9cd20d4adab33fb5b3845d235"", ""248b1c935ae8620a3c5984a641085097"", ""d9249517d922a5612a436922a58dfc2f"", ""fcf8bef4a1e83b270987053993f3592d"", ""2b0eadf14ac2a9ad045a9e84b8cee74f"", ""e8594ca446ef926a0b4285133c656868"", ""f1b677b5ed108ab76dff2fc4bf36cc7e""]","[65, 453, 64, 453, 453, 689, 1730, 1730]","[996, 756, 889, 756, 756, 720, 1838, 1838]","[""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 558.0, \""OverrideRatio\"": 0.4, \""TightClassCohesion\"": 0.044897959183673466, \""PublicFieldCount\"": 0.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 558.0, \""OverrideRatio\"": 0.4, \""TightClassCohesion\"": 0.044897959183673466, \""PublicFieldCount\"": 0.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 455.0, \""OverrideRatio\"": 0.10526315789473684, \""TightClassCohesion\"": 0.1161524500907441, \""PublicFieldCount\"": 0.0}"", ""{\""MethodLinesOfCode\"": 195.0, \""LocalityRatio\"": 0.006329113924050633, \""CyclomaticComplexity\"": 72.0, \""ParameterCount\"": 0.0, \""MaxCallChain\"": 3.0}"", ""{\""MethodLinesOfCode\"": 195.0, \""LocalityRatio\"": 0.006329113924050633, \""CyclomaticComplexity\"": 72.0, \""ParameterCount\"": 0.0, \""MaxCallChain\"": 3.0}"", ""{\""MaxCallChain\"": 2.0, \""LocalityRatio\"": 0.11764705882352941, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 6.0, \""MethodLinesOfCode\"": 18.0}"", ""{\""LocalityRatio\"": 0.0, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 19.0, \""MethodLinesOfCode\"": 65.0}"", ""{\""LocalityRatio\"": 0.0, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 19.0, \""MethodLinesOfCode\"": 65.0}""]","[""df17cb0418910337b992ea435ba0f9a31062c861"", ""df17cb0418910337b992ea435ba0f9a31062c861""]","[""LongParameterList"", ""FeatureEnvy""]","[""0f02402eba1bc8f96d4f984a4ceac2ea"", ""15930d8e4727a02d3039dd099ed22670""]","[160, 160]","[208, 208]","[""PARAMETER_COUNT > 1.243991552978231"", ""CALLS_TO_org.apache.derby.impl.services.cache.CacheEntry > 4""]"
Researcher 1,apache_derby,20518,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.apache.derbyTesting.functionTests.tests.jdbcapi.DatabaseMetaDataTest"", ""org.apache.derbyTesting.functionTests.tests.jdbcapi.DatabaseMetaDataTest.testGetBestRowIdentifier2()"", ""org.apache.derbyTesting.functionTests.tests.jdbcapi.DatabaseMetaDataTest.assertBestRowIdentifierMetaDataResultSet(ResultSet,boolean)"", ""org.apache.derbyTesting.functionTests.tests.jdbcapi.DatabaseMetaDataTest.testGetBestRowIdentifier()"", ""org.apache.derbyTesting.functionTests.tests.jdbcapi.DatabaseMetaDataTest.verifyBRIResults(ResultSet,String,boolean)""]","[""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633"", ""70fb06d172886bfc858232e08ecce80c0f380633""]","[""GodClass"", ""ComplexClass"", ""SpaghettiCode"", ""FeatureEnvy"", ""LongMethod"", ""FeatureEnvy"", ""LongParameterList"", ""LongMethod""]","[""977278b19bb89a3a1b36e34474c32f2f"", ""53d808d9cd20d4adab33fb5b3845d235"", ""248b1c935ae8620a3c5984a641085097"", ""d9249517d922a5612a436922a58dfc2f"", ""fcf8bef4a1e83b270987053993f3592d"", ""2b0eadf14ac2a9ad045a9e84b8cee74f"", ""e8594ca446ef926a0b4285133c656868"", ""f1b677b5ed108ab76dff2fc4bf36cc7e""]","[65, 453, 64, 453, 453, 689, 1730, 1730]","[996, 756, 889, 756, 756, 720, 1838, 1838]","[""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 558.0, \""OverrideRatio\"": 0.4, \""TightClassCohesion\"": 0.044897959183673466, \""PublicFieldCount\"": 0.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 558.0, \""OverrideRatio\"": 0.4, \""TightClassCohesion\"": 0.044897959183673466, \""PublicFieldCount\"": 0.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 455.0, \""OverrideRatio\"": 0.10526315789473684, \""TightClassCohesion\"": 0.1161524500907441, \""PublicFieldCount\"": 0.0}"", ""{\""MethodLinesOfCode\"": 195.0, \""LocalityRatio\"": 0.006329113924050633, \""CyclomaticComplexity\"": 72.0, \""ParameterCount\"": 0.0, \""MaxCallChain\"": 3.0}"", ""{\""MethodLinesOfCode\"": 195.0, \""LocalityRatio\"": 0.006329113924050633, \""CyclomaticComplexity\"": 72.0, \""ParameterCount\"": 0.0, \""MaxCallChain\"": 3.0}"", ""{\""MaxCallChain\"": 2.0, \""LocalityRatio\"": 0.11764705882352941, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 6.0, \""MethodLinesOfCode\"": 18.0}"", ""{\""LocalityRatio\"": 0.0, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 19.0, \""MethodLinesOfCode\"": 65.0}"", ""{\""LocalityRatio\"": 0.0, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 19.0, \""MethodLinesOfCode\"": 65.0}""]","[""1a2a78d2b75092e6d49a8215d2ad607883aa0dbf"", ""1a2a78d2b75092e6d49a8215d2ad607883aa0dbf"", ""1a2a78d2b75092e6d49a8215d2ad607883aa0dbf"", ""1a2a78d2b75092e6d49a8215d2ad607883aa0dbf""]","[""SpaghettiCode"", ""ComplexClass"", ""GodClass"", ""LongMethod""]","[""e513e633bdc311525ccb84afd04da622"", ""61352f560b61d888490da48b9ed7c572"", ""0d57de5d87e7f70675ef7aad690d7c45"", ""97eb8461c7a5570bec5eeb4886faca72""]","[60, 60, 60, 3205]","[4600, 4600, 4600, 3447]","[""LONG_METHODS_CONNECTED = 19"", ""CC = 11.0"", ""CLOC > 500, TCC < 0.42023279267513525"", ""MLOC > 7.9366573574726615""]"
Researcher 1,apache_derby,20535,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.apache.derby.impl.services.cache.ClockPolicy"", ""org.apache.derby.impl.services.cache.ClockPolicy.shrinkMe()"", ""org.apache.derby.impl.services.cache.ClockPolicy.isEvictable(CacheEntry,Holder,boolean)"", ""org.apache.derby.impl.services.cache.ClockPolicy.rotateClock(CacheEntry,float,boolean)""]","[""270394a09fddda0ea9ffa2330956c5f399ab840f"", ""270394a09fddda0ea9ffa2330956c5f399ab840f"", ""270394a09fddda0ea9ffa2330956c5f399ab840f"", ""270394a09fddda0ea9ffa2330956c5f399ab840f"", ""270394a09fddda0ea9ffa2330956c5f399ab840f"", ""270394a09fddda0ea9ffa2330956c5f399ab840f"", ""270394a09fddda0ea9ffa2330956c5f399ab840f""]","[""FeatureEnvy"", ""FeatureEnvy"", ""ClassDataShouldBePrivate"", ""FeatureEnvy"", ""FeatureEnvy"", ""FeatureEnvy"", ""FeatureEnvy""]","[""5b0a6c0e93e86b4e08e572258d2f72fd"", ""c773c5dd84c9580dd8f89b07ffa845d2"", ""ca3d844f7b39fb65cef64bf84e9ba6d1"", ""8d59b298f8de886bc366609282a39d80"", ""6b4708995818df9c635609bb3ab0a35b"", ""706c9302dd8042a0119cee4f7d40e621"", ""aeecffbfecbdf2e3c78cb43b1c3d6d29""]","[312, 297, 74, 284, 228, 241, 269]","[327, 310, 428, 295, 239, 252, 282]","[""{\""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 6.0}"", ""{\""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 6.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 97.0, \""OverrideRatio\"": 0.08333333333333333, \""PublicFieldCount\"": 8.0, \""TightClassCohesion\"": 0.5494505494505495}"", ""{\""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 5.0}"", ""{\""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 5.0}"", ""{\""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 5.0}"", ""{\""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 6.0}""]","[""0b57378ce7dc26f084b7750493bc259ee665f3e2"", ""0b57378ce7dc26f084b7750493bc259ee665f3e2"", ""0b57378ce7dc26f084b7750493bc259ee665f3e2"", ""0b57378ce7dc26f084b7750493bc259ee665f3e2"", ""0b57378ce7dc26f084b7750493bc259ee665f3e2"", ""0b57378ce7dc26f084b7750493bc259ee665f3e2""]","[""SpaghettiCode"", ""DispersedCoupling"", ""LongMethod"", ""IntensiveCoupling"", ""LongMethod"", ""FeatureEnvy""]","[""db59e9f1eafb2d5698d0a91f5e972cad"", ""6a1239a39599b8dbb4e654022599a400"", ""9e6de1b0d5803e0f975886211ad1d554"", ""ddf6e47aecaca015f332e367f7399576"", ""328302df9d10a3bcf8a8cc68d7d2d951"", ""bc3911099b4b5884a086588d4973995e""]","[31, 565, 565, 356, 356, 356]","[661, 660, 660, 470, 470, 470]","[""LONG_METHODS_CONNECTED = 2"", ""CINT > 8.0, CDISP > 0.5, CC > 1.0"", ""MLOC > 8.179232886996653"", ""CINT = 15.0, CDISP = 0.4, CC > 1.0"", ""MLOC > 8.178639621873474"", ""CALLS_TO_org.apache.derby.impl.services.cache.CacheEntry > 4""]"
