Validator,projectName,Batch ID,Refactorings,Code Elements,Start Commit,Smells Before,Smell Before IDs,Smells Before Starting Line,Smell Before Ending Line,Smell Before Reason,End Commit,Smells After,Smell After IDs,Smells After Starting Line,Smell After Ending Line,Smell After Reason
Researcher 3,elastic_elasticsearch,22092,"[""Extract Method"", ""Extract Method"", ""Inline Method"", ""Inline Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.elasticsearch.painless.node.SEach.Researcher 1lyze"", ""org.elasticsearch.painless.node.SEach"", ""org.elasticsearch.painless.node.SEach.Researcher 1lyzeArray"", ""org.elasticsearch.painless.node.SEach.write"", ""org.elasticsearch.painless.node.SEach.writeArray"", ""org.elasticsearch.painless.node.SEach.Researcher 1lyzeIterable"", ""org.elasticsearch.painless.node.SEach.writeIterable""]","[""636f6e618c73c73e2d17e96264ad188d2cd6947b"", ""636f6e618c73c73e2d17e96264ad188d2cd6947b"", ""636f6e618c73c73e2d17e96264ad188d2cd6947b""]","[""LazyClass"", ""FeatureEnvy"", ""FeatureEnvy""]","[""2ece048cd42fb948924aa48b6e72cdef"", ""a17f2e7689d9c50baa9a75a3d35ee53d"", ""75d0879829a494db4a574cb7321abc3f""]","[29, 48, 56]","[60, 51, 58]","[""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 7.0, \""OverrideRatio\"": 0.06976744186046512, \""TightClassCohesion\"": 1.0, \""PublicFieldCount\"": 0.0}"", ""{\""MaxCallChain\"": 3.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 2.0}"", ""{\""MaxCallChain\"": 3.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 2.0}""]","[""b3804c47f7e8ffdf2a98a34ac34dd48b8e97e39a"", ""b3804c47f7e8ffdf2a98a34ac34dd48b8e97e39a""]","[""RefusedBequest"", ""FeatureEnvy""]","[""22b3d450cd1c055de920187537e04403"", ""edf144aafe1ed83f334428b036619f95""]","[39, 67]","[277, 150]","[""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 148.0, \""OverrideRatio\"": 0.6666666666666666, \""PublicFieldCount\"": 0.0, \""TightClassCohesion\"": 1.0}"", ""{\""MaxCallChain\"": 2.0, \""MethodLinesOfCode\"": 49.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 13.0, \""LocalityRatio\"": 0.0}""]"
Researcher 3,elastic_elasticsearch,22117,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.elasticsearch.index.engine.robin.RobinEngine"", ""org.elasticsearch.index.engine.robin.RobinEngine.start"", ""org.elasticsearch.index.engine.robin.RobinEngine.buildNrtResource"", ""org.elasticsearch.index.engine.robin.RobinEngine.createWriter""]","[""636f6e618c73c73e2d17e96264ad188d2cd6947b"", ""636f6e618c73c73e2d17e96264ad188d2cd6947b"", ""636f6e618c73c73e2d17e96264ad188d2cd6947b""]","[""LazyClass"", ""FeatureEnvy"", ""FeatureEnvy""]","[""2ad98f86f2063da38cf21c8a4cee0480"", ""3fd028886f76bc75c113f4a7fed48022"", ""90f1d42a3d32a0513443a91594be7c10""]","[35, 62, 69]","[72, 64, 71]","[""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 7.0, \""OverrideRatio\"": 0.07692307692307693, \""PublicFieldCount\"": 0.0, \""TightClassCohesion\"": 1.0}"", ""{\""MaxCallChain\"": 3.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 2.0}"", ""{\""MaxCallChain\"": 3.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 1.0, \""MethodLinesOfCode\"": 2.0}""]","[""5cdba0383b08b24e6d829975b308e60bc81fc459"", ""5cdba0383b08b24e6d829975b308e60bc81fc459""]","[""FeatureEnvy"", ""FeatureEnvy""]","[""54bd71cabbcfc6a400f1b5e9365a0f59"", ""2a67daf2947244988e208668ccc463c4""]","[491, 468]","[496, 489]","[""{\""LocalityRatio\"": 0.0, \""MethodLinesOfCode\"": 5.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 2.0}"", ""{\""LocalityRatio\"": 0.0, \""MethodLinesOfCode\"": 17.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 3.0, \""MaxCallChain\"": 2.0}""]"
Researcher 3,elastic_elasticsearch,22118,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.elasticsearch.search.builder.SearchSourceFacetsBuilder"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.histogramFacetGlobal"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.histogramFacet"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.termsFacet"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.statisticalFacetGlobal"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.statisticalFacet"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.termsFacetGlobal"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.queryFacetGlobal"", ""org.elasticsearch.search.builder.SearchSourceFacetsBuilder.queryFacet""]","[""4d1e8fd647305f12dd6904353d381cf63ff05240"", ""4d1e8fd647305f12dd6904353d381cf63ff05240"", ""4d1e8fd647305f12dd6904353d381cf63ff05240"", ""4d1e8fd647305f12dd6904353d381cf63ff05240"", ""4d1e8fd647305f12dd6904353d381cf63ff05240"", ""4d1e8fd647305f12dd6904353d381cf63ff05240""]","[""FeatureEnvy"", ""MessageChain"", ""FeatureEnvy"", ""MessageChain"", ""MessageChain"", ""FeatureEnvy""]","[""d73ff9dc27ba41f76708ed17dc73671a"", ""0b3cb6fe4c1ad7d606151dececc4de91"", ""f90a9ac42e7d553862e790cc43260cc5"", ""f38d13680759d7cc009784e32e1d0afe"", ""8ef493d3a3b1331a3a13370cd2289fb2"", ""3b300f853b312277fbd30a35663d8d20""]","[123, 47, 109, 33, 13, 95]","[131, 55, 121, 45, 25, 107]","[""{\""LocalityRatio\"": 0.0, \""MethodLinesOfCode\"": 4.0, \""ParameterCount\"": 3.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 3.0}"", ""{\""LocalityRatio\"": null, \""MethodLinesOfCode\"": 4.0, \""ParameterCount\"": 3.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 4.0}"", ""{\""LocalityRatio\"": 0.0, \""MethodLinesOfCode\"": 7.0, \""ParameterCount\"": 3.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 3.0}"", ""{\""LocalityRatio\"": null, \""MethodLinesOfCode\"": 7.0, \""ParameterCount\"": 3.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 4.0}"", ""{\""LocalityRatio\"": null, \""MethodLinesOfCode\"": 7.0, \""ParameterCount\"": 3.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 4.0}"", ""{\""LocalityRatio\"": 0.0, \""MethodLinesOfCode\"": 7.0, \""ParameterCount\"": 3.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 3.0}""]","[""64479a11c338f350def6fa8a5f8c7456e9e6d50e"", ""64479a11c338f350def6fa8a5f8c7456e9e6d50e"", ""64479a11c338f350def6fa8a5f8c7456e9e6d50e"", ""64479a11c338f350def6fa8a5f8c7456e9e6d50e"", ""64479a11c338f350def6fa8a5f8c7456e9e6d50e""]","[""FeatureEnvy"", ""LongParameterList"", ""ComplexClass"", ""FeatureEnvy"", ""LongParameterList""]","[""db554121558bd447dd42f5ddcab2ba94"", ""0cb1b787be19e5a3a3e11f54f892ebc5"", ""373c3df41816c192897a6a4bc23d70a5"", ""3c7bfb1287861b1445e3822a72cad36a"", ""5588ae553bc453f55db3fd91897f4f1e""]","[126, 126, 134, 114, 114]","[132, 132, 205, 120, 120]","[""{\""MaxCallChain\"": 1.0, \""MethodLinesOfCode\"": 5.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 2.0, \""LocalityRatio\"": 0.0}"", ""{\""MaxCallChain\"": 1.0, \""MethodLinesOfCode\"": 5.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 2.0, \""LocalityRatio\"": 0.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 163.0, \""OverrideRatio\"": null, \""PublicFieldCount\"": 0.0, \""TightClassCohesion\"": 0.21818181818181817}"", ""{\""MaxCallChain\"": 1.0, \""MethodLinesOfCode\"": 5.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 2.0, \""LocalityRatio\"": 0.0}"", ""{\""MaxCallChain\"": 1.0, \""MethodLinesOfCode\"": 5.0, \""ParameterCount\"": 4.0, \""CyclomaticComplexity\"": 2.0, \""LocalityRatio\"": 0.0}""]"
Researcher 3,elastic_elasticsearch,22156,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.elasticsearch.index.mapper.DocumentMapper.addFieldMapperListener"", ""org.elasticsearch.index.mapper.DocumentMapper"", ""org.elasticsearch.index.mapper.DocumentMapper.traverse"", ""org.elasticsearch.index.mapper.DocumentMapper.addObjectMapperListener""]","[""a7b57b9957285d34583686d29ef4de46d68c6081"", ""a7b57b9957285d34583686d29ef4de46d68c6081"", ""a7b57b9957285d34583686d29ef4de46d68c6081""]","[""FeatureEnvy"", ""FeatureEnvy"", ""FeatureEnvy""]","[""cdd667621357cc270319f583c8362ccf"", ""b257a226cc7a7ef30d7ad4be92856df8"", ""1d42153528827d208d8fb31998aae05f""]","[84, 142, 116]","[101, 150, 133]","[""{\""MethodLinesOfCode\"": 11.0, \""MaxCallChain\"": 3.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 4.0, \""LocalityRatio\"": 0.14285714285714285}"", ""{\""MethodLinesOfCode\"": 6.0, \""MaxCallChain\"": 1.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 2.0, \""LocalityRatio\"": 0.0}"", ""{\""MethodLinesOfCode\"": 10.0, \""MaxCallChain\"": 1.0, \""ParameterCount\"": 0.0, \""CyclomaticComplexity\"": 4.0, \""LocalityRatio\"": 0.3333333333333333}""]","[""ad392bb11e82043259967305456d2a0c9886d02f"", ""ad392bb11e82043259967305456d2a0c9886d02f"", ""ad392bb11e82043259967305456d2a0c9886d02f""]","[""SpaghettiCode"", ""ComplexClass"", ""FeatureEnvy""]","[""756157b778fa39c2878172d7c6a76126"", ""80224655c7f55fb4140ccb12fd3052ad"", ""3a53d0df0d946bcc6fb107c19478abeb""]","[51, 441, 571]","[644, 525, 573]","[""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 342.0, \""OverrideRatio\"": null, \""TightClassCohesion\"": 0.0944741532976827, \""PublicFieldCount\"": 0.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 342.0, \""OverrideRatio\"": null, \""TightClassCohesion\"": 0.0944741532976827, \""PublicFieldCount\"": 0.0}"", ""{\""MethodLinesOfCode\"": 2.0, \""LocalityRatio\"": 0.0, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 1.0, \""MaxCallChain\"": 1.0}""]"
Researcher 3,elastic_elasticsearch,22162,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.elasticsearch.threadpool.ThreadPool.build"", ""org.elasticsearch.threadpool.ThreadPool"", ""org.elasticsearch.threadpool.ThreadPool.newQueue"", ""org.elasticsearch.threadpool.ThreadPool.newRejectedExecutionHandler""]","[""61a1b478e83c6c26b299b0df4f1d7fd29b32678d"", ""61a1b478e83c6c26b299b0df4f1d7fd29b32678d"", ""61a1b478e83c6c26b299b0df4f1d7fd29b32678d"", ""61a1b478e83c6c26b299b0df4f1d7fd29b32678d"", ""61a1b478e83c6c26b299b0df4f1d7fd29b32678d"", ""61a1b478e83c6c26b299b0df4f1d7fd29b32678d""]","[""FeatureEnvy"", ""FeatureEnvy"", ""FeatureEnvy"", ""FeatureEnvy"", ""FeatureEnvy"", ""FeatureEnvy""]","[""27da239690500cb3133b8c86ec4931f4"", ""8703e5d93a76cc0bdf02494b93aba6c7"", ""4ad4651a8ab1d9576ead4a627e8f3c86"", ""98ca843acd4ef997706b1d9c78f3c3aa"", ""199b11659ab3b2df2df7661094be95af"", ""a2610de45c93b802b055646aae1c99d7""]","[376, 352, 155, 175, 135, 165]","[394, 374, 163, 185, 143, 173]","[""{\""LocalityRatio\"": 0.1111111111111111, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 5.0, \""MethodLinesOfCode\"": 10.0}"", ""{\""LocalityRatio\"": 0.09090909090909091, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 6.0, \""MethodLinesOfCode\"": 12.0}"", ""{\""LocalityRatio\"": 0.2, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 2.0, \""MethodLinesOfCode\"": 5.0}"", ""{\""LocalityRatio\"": 0.14285714285714285, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 2.0, \""MethodLinesOfCode\"": 5.0}"", ""{\""LocalityRatio\"": 0.3333333333333333, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 2.0, \""MethodLinesOfCode\"": 5.0}"", ""{\""LocalityRatio\"": 0.3333333333333333, \""MaxCallChain\"": 2.0, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 2.0, \""MethodLinesOfCode\"": 5.0}""]","[""b7ff23ff93006ed894d663cf9e97a3fbda151522"", ""b7ff23ff93006ed894d663cf9e97a3fbda151522"", ""b7ff23ff93006ed894d663cf9e97a3fbda151522"", ""b7ff23ff93006ed894d663cf9e97a3fbda151522"", ""b7ff23ff93006ed894d663cf9e97a3fbda151522""]","[""GodClass"", ""ClassDataShouldBePrivate"", ""ComplexClass"", ""FeatureEnvy"", ""FeatureEnvy""]","[""92653d7118218612cb276e3bd6b72d09"", ""57e45139c729dee02b1a300a56b13b1f"", ""da3210a49879ed4d4ad7df2e4178ecb9"", ""85fb89deb4377036ec2daaa5e3d88668"", ""ea3ff837e372adb96b57bfbda4b76c03""]","[57, 52, 220, 481, 497]","[855, 547, 288, 495, 505]","[""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 515.0, \""OverrideRatio\"": 0.0, \""TightClassCohesion\"": 0.5164835164835165, \""PublicFieldCount\"": 2.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 324.0, \""OverrideRatio\"": 0.14285714285714285, \""TightClassCohesion\"": 0.5128205128205128, \""PublicFieldCount\"": 2.0}"", ""{\""IsAbstract\"": 0.0, \""ClassLinesOfCode\"": 324.0, \""OverrideRatio\"": 0.14285714285714285, \""TightClassCohesion\"": 0.5128205128205128, \""PublicFieldCount\"": 2.0}"", ""{\""ParameterCount\"": 2.0, \""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""CyclomaticComplexity\"": 5.0, \""MethodLinesOfCode\"": 10.0}"", ""{\""ParameterCount\"": 2.0, \""MaxCallChain\"": 1.0, \""LocalityRatio\"": 0.0, \""CyclomaticComplexity\"": 3.0, \""MethodLinesOfCode\"": 6.0}""]"
Researcher 3,elastic_elasticsearch,22419,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.elasticsearch.common.DefaultCacheRecycler"", ""org.elasticsearch.common.DefaultCacheRecycler.pushDoubleObjectMap"", ""org.elasticsearch.common.DefaultCacheRecycler.push"", ""org.elasticsearch.common.DefaultCacheRecycler.pushIntArray"", ""org.elasticsearch.common.DefaultCacheRecycler.pushObjectArray"", ""org.elasticsearch.common.DefaultCacheRecycler.pushHashSet"", ""org.elasticsearch.common.DefaultCacheRecycler.pushLongIntMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushObjectIntMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushIntObjectMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushFloatIntMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushByteIntMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushShortIntMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushLongLongMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushDoubleIntMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushLongObjectMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushHashMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushIntIntMap"", ""org.elasticsearch.common.DefaultCacheRecycler.pushObjectFloatMap""]","[""7859fe3340a1f50ba55167185021cb7402bfed55"", ""7859fe3340a1f50ba55167185021cb7402bfed55""]","[""FeatureEnvy"", ""FeatureEnvy""]","[""486e28112756d4b8a6deb5d8af18b6bc"", ""87885b59526f7d5f986504a225d9f1d1""]","[144, 121]","[156, 142]","[""{\""MethodLinesOfCode\"": 8.0, \""LocalityRatio\"": 0.3333333333333333, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 3.0, \""MaxCallChain\"": 2.0}"", ""{\""MethodLinesOfCode\"": 14.0, \""LocalityRatio\"": 0.08333333333333333, \""ParameterCount\"": 1.0, \""CyclomaticComplexity\"": 5.0, \""MaxCallChain\"": 2.0}""]","[""a1c62759c90dc5cd52349f17888431632a606850""]","[""FeatureEnvy""]","[""1768f6bfc0b29e5767d8e17b0b09d01c""]",[544],[551],"[""{\""LocalityRatio\"": 0.0, \""MaxCallChain\"": 1.0, \""ParameterCount\"": 2.0, \""CyclomaticComplexity\"": 2.0, \""MethodLinesOfCode\"": 6.0}""]"
